,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
138,E. Nketiah,Crystal Palace,Crystal Palace,Inglaterra | Primera División 24/25,"CF, RWF, AMF",25.0,180,England,"England, Ghana",2029-06-30,right,26,1020,46.13,62.48,82.71,67.55,55.88,60.66,59.37
139,K. Dewsbury-Hall,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"AMF, RDMF, LDMF",26.0,178,England,England,2029-06-30,left,12,326,16.08,69.37,30.27,15.85,64.81,58.0,71.96
140,T. Awoniyi,Nottingham Forest,Nottingham Forest,Inglaterra | Primera División 24/25,CF,27.0,183,Nigeria,Nigeria,2027-06-30,right,25,556,43.86,29.62,36.06,13.56,21.06,43.32,30.56
141,Y. Wissa,Brentford,Brentford,Inglaterra | Primera División 24/25,CF,28.0,176,France,"France, Congo DR",2026-06-30,right,32,2894,90.4,44.14,48.06,57.61,51.7,69.53,25.2
142,J. Strand Larsen,Wolverhampton Wanderers,Wolverhampton Wanderers,Inglaterra | Primera División 24/25,CF,25.0,193,Norway,Norway,2028-06-30,right,32,2677,84.24,47.47,13.75,31.86,22.95,70.62,27.0
143,Hwang Hee-Chan,Wolverhampton Wanderers,Wolverhampton Wanderers,Inglaterra | Primera División 24/25,"CF, RAMF, LWF",29.0,177,Korea Republic,Korea Republic,2028-06-30,right,20,771,47.26,51.51,21.04,63.3,48.72,27.31,56.87
144,Igor Thiago,Brentford,Brentford,Inglaterra | Primera División 24/25,CF,23.0,191,Brazil,"Brazil, Bulgaria",2029-06-30,right,5,166,16.95,23.63,67.63,78.4,38.32,89.44,79.68
145,E. Buendía,Bayer Leverkusen,Aston Villa,Inglaterra | Primera División 24/25,"AMF, LAMF, LW",28.0,172,Argentina,"Argentina, Spain",2027-06-30,right,12,166,33.26,14.2,57.5,12.07,86.09,8.64,94.87
146,P. Billing,Napoli,Bournemouth,Inglaterra | Primera División 24/25,"AMF, CF, RDMF",28.0,193,Denmark,"Denmark, Nigeria",2027-06-30,left,10,243,20.69,82.5,33.96,93.4,58.24,86.67,98.09
147,A. Broja,Everton,Everton,Inglaterra | Primera División 24/25,CF,23.0,191,England,"England, Albania",2028-06-30,right,10,370,16.36,21.17,75.88,14.73,33.03,80.87,43.85
148,Omar Marmoush,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"CF, AMF, LCMF",26.0,183,Egypt,"Egypt, Canada",2027-06-30,right,13,1051,80.22,71.84,61.94,60.11,65.82,38.91,72.46
149,E. Smith Rowe,Fulham,Fulham,Inglaterra | Primera División 24/25,AMF,24.0,182,England,England,2029-06-30,right,31,2018,58.9,57.93,38.43,51.38,81.91,27.12,44.02
150,D. Calvert-Lewin,Everton,Everton,Inglaterra | Primera División 24/25,CF,28.0,187,England,England,2025-06-30,right,23,1719,52.93,35.27,35.51,45.05,20.37,83.27,30.66
151,D. McNeil,Everton,Everton,Inglaterra | Primera División 24/25,"AMF, LW",25.0,183,England,England,2027-06-30,left,18,1395,54.42,87.0,65.16,93.3,83.99,15.58,50.58
152,J. Durán,Al Nassr,Aston Villa,Inglaterra | Primera División 24/25,CF,21.0,185,Colombia,Colombia,2030-06-30,left,20,757,89.94,29.76,61.09,62.71,36.01,78.73,57.67
153,Rodrigo Muniz,Fulham,Fulham,Inglaterra | Primera División 24/25,CF,23.0,185,Brazil,Brazil,2026-06-30,right,31,1140,89.79,22.37,51.01,36.01,32.55,87.74,13.48
154,Marco Asensio,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,"AMF, CF",29.0,182,Spain,"Spain, Netherlands",2026-06-30,left,10,602,74.48,76.66,49.41,79.26,66.22,7.2,50.52
155,M. O'Riley,Brighton,Brighton,Inglaterra | Primera División 24/25,"AMF, RCMF",24.0,187,England,"England, Denmark",2029-06-30,left,18,950,34.45,74.52,31.01,67.23,78.35,64.01,54.31
156,J. Mateta,Crystal Palace,Crystal Palace,Inglaterra | Primera División 24/25,CF,27.0,190,France,"France, Congo DR",2026-06-30,right,34,2732,81.7,53.47,57.98,51.49,47.07,61.3,13.48
157,Beto,Everton,Everton,Inglaterra | Primera División 24/25,CF,27.0,194,Portugal,"Portugal, Guinea-Bissau",2027-06-30,right,27,1443,79.17,32.5,34.41,44.57,15.16,83.23,39.31
158,Carlos Soler,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"AMF, LAMF, LCMF",28.0,180,Spain,Spain,2027-06-30,right,29,1506,31.04,46.89,29.39,31.7,85.64,55.08,73.61
159,G. Rutter,Brighton,Brighton,Inglaterra | Primera División 24/25,"AMF, CF, RW",22.0,182,France,"France, Martinique",2028-06-30,left,28,1817,56.94,69.15,88.96,42.82,55.85,61.62,84.31
160,O. Édouard,Leicester City,Leicester City,Inglaterra | Primera División 24/25,"AMF, CF, RWF",27.0,187,French Guiana,"French Guiana, France",2026-06-30,right,6,168,28.04,30.85,11.65,15.11,30.59,65.24,72.9
161,E. Ünal,Bournemouth,Bournemouth,Inglaterra | Primera División 24/25,"CF, AMF",27.0,187,Türkiye,Türkiye,2028-06-30,right,17,447,67.86,57.98,37.47,53.09,58.24,88.89,33.27
162,L. Sinisterra,Bournemouth,Bournemouth,Inglaterra | Primera División 24/25,"CF, LAMF, LB",25.0,172,Colombia,Colombia,2027-06-30,right,12,309,58.45,81.59,76.91,99.04,59.55,81.09,68.68
163,A. Armstrong,West Bromwich Albion,Southampton,Inglaterra | Primera División 24/25,"CF, LW, RW",28.0,172,England,England,2027-06-30,right,20,1379,42.42,54.99,28.91,71.6,42.74,16.67,16.91
164,Gonçalo Guedes,Wolverhampton Wanderers,Wolverhampton Wanderers,Inglaterra | Primera División 24/25,"CF, RWF, AMF",28.0,179,Portugal,Portugal,2027-06-30,right,26,932,48.08,70.11,69.28,77.02,68.22,29.89,45.6
165,M. Rogers,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,"AMF, RAMF, LAMF",22.0,185,England,England,2030-06-30,right,34,3121,61.93,80.24,84.41,47.71,71.04,20.87,56.7
166,N. Füllkrug,West Ham United,West Ham United,Inglaterra | Primera División 24/25,CF,32.0,189,Germany,Germany,2028-06-30,right,15,753,56.11,59.02,24.76,12.77,31.46,76.23,7.36
167,Fábio Carvalho,Brentford,Brentford,Inglaterra | Primera División 24/25,"CF, LW, AMF",22.0,170,Portugal,"Portugal, England",2029-06-30,right,19,546,62.56,54.19,57.77,45.74,49.79,32.66,90.72
168,J. Kluivert,Bournemouth,Bournemouth,Inglaterra | Primera División 24/25,AMF,26.0,172,Netherlands,"Netherlands, Suriname",2028-06-30,right,31,2314,76.52,76.49,79.73,89.1,64.89,36.67,68.82
169,Daniel Podence,Al Shabab,Wolverhampton Wanderers,Inglaterra | Primera División 24/25,"AMF, RAMF",29.0,165,Portugal,Portugal,2025-06-30,right,2,60,17.64,25.13,62.63,12.07,53.62,6.65,52.46
170,C. Wilson,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,CF,33.0,180,England,England,2025-06-30,right,15,361,23.14,37.93,30.27,75.9,15.96,30.24,33.09
171,P. Onuachu,Southampton,Southampton,Inglaterra | Primera División 24/25,CF,30.0,201,Nigeria,Nigeria,2026-06-30,right,24,1179,65.47,28.76,43.09,12.07,25.0,93.16,27.31
172,C. Archer,Southampton,Southampton,Inglaterra | Primera División 24/25,CF,23.0,175,England,"England, Jamaica",2028-06-30,right,32,1542,43.28,32.21,38.24,38.88,28.72,22.55,28.28
173,A. Grønbæk,Southampton,Southampton,Inglaterra | Primera División 24/25,"AMF, CF",23.0,176,Denmark,Denmark,2029-06-30,right,4,162,17.19,18.5,14.2,17.66,21.06,69.76,87.22
174,P. Daka,Leicester City,Leicester City,Inglaterra | Primera División 24/25,"CF, RWF, RW",26.0,183,Zambia,Zambia,2026-06-30,right,21,766,35.78,14.81,34.34,14.36,30.53,54.6,77.16
175,A. Doucouré,Everton,Everton,Inglaterra | Primera División 24/25,"AMF, RDMF, LCMF",32.0,183,France,"France, Mali",2025-06-30,right,30,2634,35.67,44.74,20.77,61.17,54.04,58.55,78.33
176,M. Damsgaard,Brentford,Brentford,Inglaterra | Primera División 24/25,"AMF, LCMF",24.0,180,Denmark,Denmark,2030-06-30,right,35,2858,31.28,84.28,66.49,90.74,87.45,41.33,87.55
177,B. Brereton Díaz,Sheffield United,Southampton,Inglaterra | Primera División 24/25,"CF, LW, LWF",25.0,185,England,"England, Chile",2028-06-30,right,10,517,21.15,25.05,60.13,48.4,57.9,40.48,44.08
178,L. Delap,Ipswich Town,Ipswich Town,Inglaterra | Primera División 24/25,CF,22.0,186,England,"England, Republic of Ireland",2029-06-30,right,34,2650,78.43,39.02,83.01,41.81,29.44,67.74,15.52
179,D. Ings,West Ham United,West Ham United,Inglaterra | Primera División 24/25,CF,32.0,178,England,England,2025-06-30,right,15,379,55.86,37.23,27.39,16.6,37.71,76.19,51.94
180,J. Sarmiento,Burnley,Brighton,Inglaterra | Primera División 24/25,AMF,22.0,183,England,"England, Ecuador",2027-06-30,right,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,J. Schlupp,Celtic,Crystal Palace,Inglaterra | Primera División 24/25,"AMF, RAMF, LW",32.0,178,Germany,"Germany, Ghana",2025-06-30,left,12,172,24.56,26.37,37.1,97.66,56.65,41.73,95.32
182,C. Wood,Nottingham Forest,Nottingham Forest,Inglaterra | Primera División 24/25,CF,33.0,191,New Zealand,New Zealand,2027-06-30,right,33,2880,88.28,43.98,19.57,41.81,35.72,62.23,12.0
183,O. Hutchinson,Ipswich Town,Ipswich Town,Inglaterra | Primera División 24/25,"AMF, RAMF, CF",21.0,174,England,"England, Jamaica",2029-06-30,left,28,2519,42.25,50.29,81.2,83.09,54.89,21.19,65.67
184,C. Chaplin,Ipswich Town,Ipswich Town,Inglaterra | Primera División 24/25,AMF,28.0,168,England,England,2026-06-30,left,19,799,34.09,52.02,48.19,79.1,71.99,26.51,59.41
185,R. Jiménez,Fulham,Fulham,Inglaterra | Primera División 24/25,CF,34.0,187,Mexico,Mexico,2025-06-30,right,35,2398,70.54,60.51,43.59,54.41,57.58,75.94,46.28
186,D. Welbeck,Brighton,Brighton,Inglaterra | Primera División 24/25,CF,34.0,185,England,"England, Ghana",2026-06-30,right,28,2147,75.6,51.9,24.2,12.93,57.23,40.58,37.9
187,R. Stewart,Southampton,Southampton,Inglaterra | Primera División 24/25,CF,28.0,188,Scotland,Scotland,2026-06-30,right,9,336,16.53,41.26,28.8,12.07,38.3,56.3,42.81
188,M. Antonio,West Ham United,West Ham United,Inglaterra | Primera División 24/25,CF,35.0,180,England,"England, Jamaica",2025-06-30,right,14,888,34.2,36.13,74.2,83.4,31.76,50.45,28.27
189,Carlos Vinícius,Fulham,Fulham,Inglaterra | Primera División 24/25,"CF, AMF",30.0,190,Brazil,Brazil,2025-06-30,left,3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,G. Hirst,Ipswich Town,Ipswich Town,Inglaterra | Primera División 24/25,CF,26.0,191,England,England,2027-06-30,right,23,622,67.0,46.33,43.99,41.91,22.13,96.18,17.81
191,J. Stansfield,Birmingham City,Fulham,Inglaterra | Primera División 24/25,CF,21.0,187,England,England,2031-06-30,right,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,W. Osula,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,"CF, RWF, LWF",21.0,186,Denmark,"Denmark, England",2029-06-30,right,12,169,61.7,40.57,43.16,14.95,19.04,79.98,68.88
193,D. Scarlett,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,CF,21.0,180,England,"England, Jamaica",2027-06-30,right,3,50,28.57,14.55,22.47,12.07,23.56,79.39,1.79
194,Ali Al Hamadi,Stoke City,Ipswich Town,Inglaterra | Primera División 24/25,CF,23.0,187,Iraq,"Iraq, England",2028-06-30,right,11,191,28.63,33.15,88.48,12.07,25.9,61.67,42.48
195,D. Mubama,Manchester City U21,Manchester City,Inglaterra | Primera División 24/25,CF,20.0,183,England,"England, Congo DR",,left,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,J. Vardy,Leicester City,Leicester City,Inglaterra | Primera División 24/25,CF,38.0,179,England,England,2025-06-30,right,33,2895,60.01,58.9,32.87,45.96,20.03,69.24,17.25
197,D. Jebbison,Bournemouth,Bournemouth,Inglaterra | Primera División 24/25,"CF, AMF, LAMF",21.0,190,Canada,"Canada, England",2028-06-30,right,13,157,21.21,58.34,52.23,15.21,28.09,18.06,53.31
198,M. Harness,Derby County,Ipswich Town,Inglaterra | Primera División 24/25,"AMF, LW, LAMF",28.0,180,England,"England, Republic of Ireland",2025-06-30,right,2,59,16.08,28.72,12.37,12.07,32.07,6.65,81.93
199,N. Butler-Oyedeji,Arsenal U21,Arsenal,Inglaterra | Primera División 24/25,CF,22.0,177,England,"England, Nigeria",,right,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,W. Lankshear,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,"CF, LCMF",19.0,0,England,England,,unknown,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,B. Winterburn,Bournemouth U21,Bournemouth,Inglaterra | Primera División 24/25,AMF,20.0,0,England,England,,unknown,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Z. Silcott-Duberry,Bournemouth,Bournemouth,Inglaterra | Primera División 24/25,CF,19.0,177,England,"England, Montserrat",2025-06-30,right,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,H. Armstrong,Derby County,Everton,Inglaterra | Primera División 24/25,"AMF, RDMF",18.0,185,England,England,2027-06-30,right,3,58,25.39,14.84,43.78,19.26,33.88,46.46,79.98
204,J. King,Fulham,Fulham,Inglaterra | Primera División 24/25,"AMF, LAMF",18.0,0,England,England,,unknown,5,102,17.93,32.37,83.78,87.23,65.11,10.87,97.4
205,R. Trevitt,Brentford,Brentford,Inglaterra | Primera División 24/25,CF,21.0,170,England,England,2026-06-30,right,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,S. Amo-Ameyaw,Southampton,Southampton,Inglaterra | Primera División 24/25,"CF, RWB",18.0,174,England,England,2026-06-30,left,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,W. Lankshear,West Bromwich Albion,Tottenham Hotspur,Inglaterra | Primera División 24/25,"CF, LCMF",19.0,189,England,England,2029-06-30,right,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Marc Guiu,Chelsea,Chelsea,Inglaterra | Primera División 24/25,CF,19.0,187,Spain,Spain,2029-06-30,right,3,89,16.08,26.53,4.23,12.07,25.27,68.48,30.48
209,R. Esse,Crystal Palace,Crystal Palace,Inglaterra | Primera División 24/25,"AMF, RAMF, RWF",19.0,178,England,"England, Côte d'Ivoire",2030-06-30,right,4,59,78.46,33.86,65.27,12.07,40.8,14.07,61.58
210,M. Golding,Leicester City,Leicester City,Inglaterra | Primera División 24/25,AMF,18.0,0,England,"England, Republic of Ireland",2028-06-30,right,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Mateus Fernandes,Southampton,Southampton,Inglaterra | Primera División 24/25,"AMF, LW, LCMF",20.0,178,Portugal,Portugal,2029-06-30,right,33,2899,31.03,51.22,81.91,59.68,79.31,44.28,88.25
212,B. El Khannouss,Leicester City,Leicester City,Inglaterra | Primera División 24/25,"AMF, CF",20.0,180,Belgium,"Belgium, Morocco",2028-06-30,right,30,2176,35.06,64.95,75.13,75.11,80.8,43.32,71.41
213,C. Obi,Manchester United,Manchester United,Inglaterra | Primera División 24/25,CF,17.0,188,Denmark,"Denmark, Nigeria",,right,6,200,31.02,13.78,56.6,12.07,22.45,8.0,43.8
214,J. Enciso,Ipswich Town,Ipswich Town,Inglaterra | Primera División 24/25,"AMF, LAMF, CF",21.0,173,Paraguay,Paraguay,2027-06-30,right,23,1126,47.06,61.0,87.18,72.02,50.69,66.65,55.59
215,Youssef Chermiti,Everton,Everton,Inglaterra | Primera División 24/25,"AMF, CF",20.0,192,Portugal,"Portugal, Tunisia",2027-06-30,right,4,66,26.05,16.3,9.65,20.96,15.85,13.43,55.06
216,Evanilson,Bournemouth,Bournemouth,Inglaterra | Primera División 24/25,CF,25.0,183,Brazil,Brazil,,right,28,2192,77.42,49.44,44.89,27.34,39.18,54.88,18.96
217,Gonçalo Ramos,PSG,PSG,Francia | Primera División 24/25,CF,23.0,185,Portugal,Portugal,2028-06-30,right,20,1054,83.34,74.47,20.27,42.37,52.23,79.55,13.77
218,J. David,Lille,Lille,Francia | Primera División 24/25,CF,25.0,175,United States,"United States, Canada",2025-06-30,right,30,2628,81.69,75.24,40.62,49.73,56.94,42.12,39.54
219,R. Kolo Muani,Juventus,PSG,Francia | Primera División 24/25,"CF, RW",26.0,187,France,"France, Congo DR",2028-06-30,right,10,420,62.1,79.36,52.61,75.43,59.6,87.63,49.01
220,E. Wahi,Eintracht Frankfurt,Olympique Marseille,Francia | Primera División 24/25,CF,22.0,181,France,"France, Côte d'Ivoire",2029-06-30,right,13,646,68.44,43.54,35.54,15.0,31.61,33.03,28.61
221,A. Rabiot,Olympique Marseille,Olympique Marseille,Francia | Primera División 24/25,"AMF, LWF, RCMF",30.0,188,France,France,2026-06-30,left,27,2530,62.39,57.73,49.81,63.23,91.08,78.88,80.89
222,F. Balogun,Monaco,Monaco,Francia | Primera División 24/25,CF,23.0,178,United States,"United States, England",2028-06-30,right,13,714,80.14,58.88,46.42,51.56,28.95,17.14,14.31
223,T. Almada,Olympique Lyonnais,Olympique Lyonnais,Francia | Primera División 24/25,"AMF, LAMF, RAMF",24.0,171,Argentina,"Argentina, Italy",2029-06-30,right,14,875,33.64,59.19,35.43,84.41,92.53,11.71,60.72
224,T. Moffi,Nice,Nice,Francia | Primera División 24/25,CF,25.0,188,Nigeria,Nigeria,2027-06-30,left,4,69,21.85,15.13,2.82,13.49,16.67,46.55,6.89
225,A. Gomes,Lille,Lille,Francia | Primera División 24/25,"AMF, CF",24.0,168,England,"England, Portugal",2025-06-30,right,14,779,34.37,85.75,24.14,78.17,88.98,51.61,37.31
226,A. Gouiri,Olympique Marseille,Olympique Marseille,Francia | Primera División 24/25,"CF, AMF",25.0,181,France,"France, Algeria",2027-06-30,right,31,2108,86.75,80.66,47.77,51.88,70.54,27.07,48.22
227,Y. Moukoko,Nice,Nice,Francia | Primera División 24/25,"CF, LWF",20.0,179,Cameroon,"Cameroon, Germany",2026-06-30,left,11,272,76.19,35.43,53.41,67.74,44.46,7.79,56.43
228,G. Mikautadze,Olympique Lyonnais,Olympique Lyonnais,Francia | Primera División 24/25,"CF, LAMF",24.0,176,France,"France, Georgia",2028-06-30,right,32,1644,86.68,85.04,58.47,50.22,59.95,28.09,35.7
229,Marco Asensio,Aston Villa,PSG,Francia | Primera División 24/25,CF,29.0,182,Spain,"Spain, Netherlands",2026-06-30,left,12,683,63.2,81.98,41.77,82.37,83.87,54.08,19.92
230,A. Kalimuendo,Rennes,Rennes,Francia | Primera División 24/25,CF,23.0,175,France,"France, Congo DR",2027-06-30,right,31,2607,86.23,53.52,54.52,40.86,39.52,31.05,22.42
231,T. Minamino,Monaco,Monaco,Francia | Primera División 24/25,"AMF, LAMF, LW",30.0,172,Japan,Japan,2027-06-30,right,29,2247,53.68,87.3,44.3,68.01,74.35,24.46,82.78
232,R. Faivre,Brest,Brest,Francia | Primera División 24/25,"AMF, RW, LCMF",26.0,180,France,"France, Algeria",2028-06-30,left,20,1003,53.16,68.08,80.56,55.59,85.86,36.5,60.59
233,L. Blas,Rennes,Rennes,Francia | Primera División 24/25,"AMF, RWF, CF",27.0,180,France,"France, Martinique",2027-06-30,left,27,2330,62.52,79.78,81.64,83.76,71.53,26.26,63.94
234,A. Harit,Olympique Marseille,Olympique Marseille,Francia | Primera División 24/25,"AMF, LCMF",27.0,180,France,"France, Morocco",2027-06-30,right,12,551,56.06,75.7,80.78,13.49,88.82,4.89,57.32
235,K. Furuhashi,Rennes,Rennes,Francia | Primera División 24/25,"CF, LWF",30.0,170,Japan,Japan,2027-05-31,right,6,153,15.66,13.24,15.54,16.4,10.99,70.53,65.1
236,A. Grønbæk,Southampton,Rennes,Francia | Primera División 24/25,"AMF, LWF, LW",23.0,176,Denmark,Denmark,2029-06-30,right,16,896,48.81,62.47,55.67,35.38,48.28,26.62,88.77
237,B. Embolo,Monaco,Monaco,Francia | Primera División 24/25,"CF, AMF",28.0,187,Cameroon,"Cameroon, Switzerland",2026-06-30,right,28,1918,67.15,77.7,56.21,48.06,50.89,63.26,52.18
238,E. Emegha,Strasbourg,Strasbourg,Francia | Primera División 24/25,CF,22.0,195,Netherlands,"Netherlands, Nigeria",2028-06-30,right,27,2477,86.31,39.74,24.54,13.92,24.09,57.18,38.51
239,C. Akpom,Lille,Lille,Francia | Primera División 24/25,CF,29.0,183,England,"England, Nigeria",2028-06-30,right,12,613,64.41,56.88,57.07,63.76,15.86,79.56,48.01
240,N. Maupay,Olympique Marseille,Olympique Marseille,Francia | Primera División 24/25,CF,28.0,173,France,"France, Argentina",2026-06-30,right,21,1142,67.65,75.65,22.02,14.14,61.59,15.17,15.24
241,A. Adams,Sevilla,Montpellier,Francia | Primera División 24/25,CF,25.0,190,Nigeria,Nigeria,2027-06-30,right,15,1167,55.43,29.57,30.38,30.97,31.4,79.94,11.37
242,M. Cho,Nice,Nice,Francia | Primera División 24/25,"CF, RWF, LWF",21.0,181,France,"France, England",2028-06-30,left,26,1732,45.66,87.68,89.73,83.23,70.54,51.65,55.92
243,G. Laborde,Nice,Nice,Francia | Primera División 24/25,CF,31.0,181,France,France,2026-06-30,left,26,1826,70.28,77.36,44.52,69.19,54.44,72.68,55.71
244,F. Moumbagna,Olympique Marseille,Olympique Marseille,Francia | Primera División 24/25,CF,24.0,185,Cameroon,Cameroon,2028-06-30,left,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Mostafa Mohamed,Nantes,Nantes,Francia | Primera División 24/25,CF,27.0,185,Egypt,Egypt,2027-06-30,right,29,1360,69.19,32.47,43.84,14.89,42.26,87.98,63.57
246,T. Savanier,Montpellier,Montpellier,Francia | Primera División 24/25,"AMF, LW",33.0,172,France,"France, Algeria",2026-06-30,right,29,2495,24.48,85.89,67.55,91.83,74.3,54.78,64.87
247,A. Lacazette,Olympique Lyonnais,Olympique Lyonnais,Francia | Primera División 24/25,CF,33.0,175,France,"France, Guadeloupe",2025-06-30,right,28,2065,83.51,66.76,64.62,81.51,59.01,33.38,31.34
248,J. Rowe,Olympique Marseille,Olympique Marseille,Francia | Primera División 24/25,"CF, LAMF, LW",22.0,173,England,England,2025-06-30,right,26,815,68.26,82.4,95.27,89.89,60.81,30.91,64.64
249,H. Haraldsson,Lille,Lille,Francia | Primera División 24/25,"AMF, LAMF, RW",22.0,180,Iceland,Iceland,2028-06-30,right,23,1760,60.98,80.91,65.05,73.82,82.96,17.57,73.18
250,E. Guessand,Nice,Nice,Francia | Primera División 24/25,"CF, RWF, RW",23.0,188,France,"France, Côte d'Ivoire",2028-06-30,right,31,2650,77.84,76.08,91.99,79.46,63.82,66.97,57.0
251,Mousa Al Tamari,Rennes,Rennes,Francia | Primera División 24/25,"CF, RAMF, RW",27.0,178,Jordan,Jordan,2026-06-30,left,25,1789,46.54,69.01,84.09,59.03,48.66,31.07,42.55
252,T. Teuma,Reims,Reims,Francia | Primera División 24/25,"AMF, LCMF, CF",31.0,176,France,"France, Malta",2027-06-30,left,17,828,24.44,56.99,37.04,89.03,85.97,18.54,85.67
253,A. Fulgini,Lens,Lens,Francia | Primera División 24/25,"AMF, CF",28.0,182,Côte d'Ivoire,"Côte d'Ivoire, France",2027-06-30,right,23,1168,35.23,80.68,76.88,94.41,68.49,46.93,69.27
254,M. Nzola,Lens,Lens,Francia | Primera División 24/25,CF,28.0,185,Angola,"Angola, France",2027-06-30,left,21,1591,71.62,45.52,30.43,38.6,34.62,65.42,13.42
255,M. Satriano,Lens,Lens,Francia | Primera División 24/25,CF,24.0,187,Uruguay,"Uruguay, Italy",2027-06-30,right,5,93,35.19,35.04,76.99,13.49,33.9,81.39,91.36
