,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
0,J. Bellingham,Real Madrid,Real Madrid,España | Primera División 24/25,"AMF, LW, LCMF",21.0,186,England,"England, Republic of Ireland",2029-06-30,right,28,2413,66.93,74.07,85.97,54.66,91.24,50.71,85.12
1,K. Mbappé,Real Madrid,Real Madrid,España | Primera División 24/25,CF,26.0,180,France,"France, Cameroon",2029-06-30,right,30,2733,94.86,88.49,88.03,61.26,80.56,36.53,4.69
2,Vinícius Júnior,Real Madrid,Real Madrid,España | Primera División 24/25,"CF, LAMF, LWF",24.0,176,Brazil,"Brazil, Spain",2027-06-30,right,28,2284,77.61,91.52,94.13,89.66,79.37,7.85,27.18
3,J. Álvarez,Atlético Madrid,Atlético Madrid,España | Primera División 24/25,"CF, LW",25.0,170,Argentina,Argentina,2030-06-30,right,34,2451,88.91,79.71,63.4,71.17,67.09,25.22,63.93
4,Dani Olmo,Barcelona,Barcelona,España | Primera División 24/25,"AMF, RCMF",26.0,179,Spain,Spain,2030-06-30,right,21,1139,89.08,87.75,71.38,58.93,88.5,51.34,55.62
5,Mikel Oyarzabal,Real Sociedad,Real Sociedad,España | Primera División 24/25,CF,28.0,181,Spain,Spain,2028-06-30,left,31,2147,67.77,44.52,20.41,48.01,50.83,32.31,32.65
6,Oihan Sancet,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,"AMF, CF",25.0,188,Spain,Spain,2032-06-30,right,25,1588,93.77,46.73,91.48,55.0,76.97,61.66,54.33
7,Vitor Roque,Palmeiras,Real Betis,España | Primera División 24/25,CF,20.0,174,Brazil,Brazil,2031-06-30,right,22,1358,65.75,41.92,63.13,50.19,30.19,33.03,34.44
8,Ferrán Torres,Barcelona,Barcelona,España | Primera División 24/25,"CF, LAMF, LWF",25.0,184,Spain,Spain,2027-06-30,right,26,1148,92.55,73.49,62.72,69.81,74.08,20.72,24.37
9,A. Griezmann,Atlético Madrid,Atlético Madrid,España | Primera División 24/25,CF,34.0,176,France,France,2026-06-30,left,34,2520,63.82,84.23,44.66,79.22,84.03,44.98,49.71
10,A. Sørloth,Atlético Madrid,Atlético Madrid,España | Primera División 24/25,CF,29.0,195,Norway,Norway,2028-06-30,left,31,1483,94.5,48.0,37.09,10.78,31.94,97.86,16.08
11,Gorka Guruzeta,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,CF,28.0,188,Spain,Spain,2028-06-30,right,33,1772,68.22,34.71,18.08,10.63,46.65,61.38,58.5
12,Isaac Romero,Sevilla,Sevilla,España | Primera División 24/25,CF,24.0,184,Spain,Spain,2028-06-30,left,29,2276,50.71,48.07,57.6,44.56,31.24,51.34,57.9
13,Á. Correa,Atlético Madrid,Atlético Madrid,España | Primera División 24/25,"CF, RW",30.0,171,Argentina,"Argentina, Spain",2026-06-30,right,27,858,67.53,70.5,82.5,92.04,67.14,10.03,66.73
14,Hugo Duro,Valencia,Valencia,España | Primera División 24/25,CF,25.0,177,Spain,Spain,2028-06-30,left,27,2148,80.23,36.63,32.96,38.16,46.63,64.52,21.03
15,G. Lo Celso,Real Betis,Real Betis,España | Primera División 24/25,"AMF, CF, RAMF",29.0,177,Argentina,"Argentina, Italy",2028-06-30,left,22,1456,80.24,87.19,69.85,81.17,93.25,26.34,79.83
16,Borja Mayoral,Getafe,Getafe,España | Primera División 24/25,CF,28.0,182,Spain,Spain,2027-06-30,right,20,970,67.3,40.17,40.39,30.78,41.63,44.25,29.07
17,André Almeida,Valencia,Valencia,España | Primera División 24/25,"AMF, CF, LW",24.0,176,Portugal,Portugal,2028-06-30,right,31,1928,13.49,71.45,66.14,84.56,86.6,6.49,90.34
18,R. Lewandowski,Barcelona,Barcelona,España | Primera División 24/25,CF,36.0,185,Poland,Poland,2026-06-30,right,31,2652,96.87,64.95,39.51,25.1,46.26,55.78,12.8
19,Álvaro Djaló,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,"CF, RAMF, LAMF",25.0,175,Spain,"Spain, Guinea-Bissau",2029-06-30,right,16,670,35.73,45.58,86.89,72.91,31.63,31.56,79.98
20,Juanlu Sánchez,Sevilla,Sevilla,España | Primera División 24/25,"AMF, RB, CF",21.0,183,Spain,Spain,2029-06-30,right,28,1546,53.2,59.38,34.22,71.26,56.77,65.88,86.1
21,A. Danjuma,Girona,Girona,España | Primera División 24/25,"CF, LAMF, LW",28.0,178,Nigeria,"Nigeria, Netherlands",2026-06-30,right,26,1647,55.62,71.95,94.25,92.52,54.49,41.87,34.72
22,C. Hernández,Real Betis,Real Betis,España | Primera División 24/25,CF,26.0,176,Colombia,"Colombia, Spain",2025-12-31,right,11,916,62.15,55.16,66.77,43.35,61.55,56.75,38.08
23,K. Iheanacho,Middlesbrough,Sevilla,España | Primera División 24/25,"CF, LWF",28.0,185,Nigeria,Nigeria,2026-06-30,left,9,439,26.9,25.51,21.55,10.87,33.08,51.15,2.65
24,Kirian Rodríguez,Las Palmas,Las Palmas,España | Primera División 24/25,"AMF, LDMF, LCMF",28.0,180,Spain,Spain,2028-06-30,right,21,1878,16.47,49.57,21.77,60.58,92.21,32.94,86.61
25,Abel Ruiz,Girona,Girona,España | Primera División 24/25,CF,25.0,182,Spain,Spain,2029-06-30,right,19,1316,56.86,38.17,32.99,25.92,53.3,22.15,24.58
26,V. Muriqi,Mallorca,Mallorca,España | Primera División 24/25,CF,31.0,194,Kosovo,"Kosovo, Albania",2027-06-30,left,25,1887,67.59,57.55,38.42,44.56,30.02,92.34,18.01
27,Fábio Silva,Las Palmas,Las Palmas,España | Primera División 24/25,CF,22.0,185,Portugal,Portugal,2026-06-30,right,23,1937,84.24,57.99,68.96,72.52,46.31,67.67,45.66
28,S. Haller,Utrecht,Leganés,España | Primera División 24/25,CF,30.0,190,France,"France, Côte d'Ivoire",2026-06-30,right,8,443,16.01,31.19,24.13,9.95,21.72,88.67,46.9
29,A. Adams,Sevilla,Sevilla,España | Primera División 24/25,CF,25.0,190,Nigeria,Nigeria,2027-06-30,right,4,161,24.42,9.24,21.5,9.95,25.36,67.36,22.24
30,N. Fekir,Al Jazira,Real Betis,España | Primera División 24/25,AMF,31.0,173,France,"France, Algeria",2026-06-30,left,2,193,26.77,76.58,82.09,98.25,67.48,5.56,95.29
31,Gerard Moreno,Villarreal,Villarreal,España | Primera División 24/25,CF,33.0,180,Spain,Spain,2027-06-30,left,14,737,50.21,82.89,80.68,72.57,85.49,77.36,44.86
32,U. Sadiq,Valencia,Valencia,España | Primera División 24/25,CF,28.0,192,Nigeria,Nigeria,2028-06-30,right,20,1019,78.42,33.55,59.81,30.68,29.66,71.41,52.04
33,J. Bamba,Chicago Fire,Celta de Vigo,España | Primera División 24/25,"AMF, LWF, LW",28.0,175,France,"France, Côte d'Ivoire",2026-06-30,right,12,886,17.12,73.09,87.52,93.4,82.38,26.1,86.16
34,A. Véliz,Espanyol,Espanyol,España | Primera División 24/25,CF,21.0,187,Argentina,Argentina,2029-06-30,right,24,1152,29.15,12.08,23.69,9.95,19.39,83.62,26.63
35,N. Pépé,Villarreal,Villarreal,España | Primera División 24/25,"CF, RW",29.0,183,France,"France, Côte d'Ivoire",2026-06-30,left,24,1379,43.07,92.13,81.6,65.24,72.31,40.11,41.2
36,Isi Palazón,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,"AMF, CF",30.0,169,Spain,Spain,2028-06-30,left,31,1991,42.77,63.61,56.04,49.42,76.65,36.78,74.18
37,Isco,Real Betis,Real Betis,España | Primera División 24/25,"AMF, CF",33.0,176,Spain,Spain,2027-06-30,right,18,1447,75.06,90.28,78.13,73.4,93.06,50.21,56.32
38,Javi Puado,Espanyol,Espanyol,España | Primera División 24/25,"CF, LW, LAMF",26.0,177,Spain,Spain,2025-06-30,right,31,2887,67.22,53.37,58.79,55.24,60.07,22.31,42.38
39,Saúl Ñíguez,Sevilla,Sevilla,España | Primera División 24/25,"AMF, LDMF, LCMF",30.0,183,Spain,Spain,2026-06-30,left,22,1597,30.31,67.3,36.48,59.13,70.95,76.49,89.82
40,Ayoze Pérez,Villarreal,Villarreal,España | Primera División 24/25,CF,31.0,178,Spain,Spain,2028-06-30,right,27,1952,93.9,70.81,89.22,69.42,61.89,36.54,69.67
41,T. Douvikas,Como,Celta de Vigo,España | Primera División 24/25,CF,25.0,186,Greece,Greece,2028-06-30,right,20,813,68.07,19.29,56.24,37.57,16.07,64.18,54.25
42,Juanmi,Getafe,Getafe,España | Primera División 24/25,"CF, LAMF, LW",31.0,172,Spain,Spain,2026-06-30,right,23,1033,24.45,28.84,42.43,12.82,38.47,50.37,78.07
43,W. Cheddira,Espanyol,Espanyol,España | Primera División 24/25,CF,27.0,186,Italy,"Italy, Morocco",2028-06-30,right,20,714,35.09,48.78,73.11,10.49,28.98,45.2,39.6
44,D. van de Beek,Girona,Girona,España | Primera División 24/25,"AMF, RCMF",28.0,184,Netherlands,Netherlands,2028-06-30,right,26,1578,35.48,69.36,29.85,66.94,54.22,59.64,75.29
45,J. Rodríguez,León,Rayo Vallecano,España | Primera División 24/25,"AMF, CF",33.0,180,Colombia,"Colombia, Spain",2025-06-30,left,6,169,25.95,38.12,21.38,19.13,68.37,7.38,63.31
46,A. Budimir,Osasuna,Osasuna,España | Primera División 24/25,CF,33.0,190,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",2027-06-30,left,34,2837,87.95,42.6,21.92,21.65,18.06,81.97,31.12
47,O. Óskarsson,Real Sociedad,Real Sociedad,España | Primera División 24/25,CF,20.0,186,Iceland,Iceland,2030-06-30,right,23,1048,58.37,18.71,22.94,55.29,25.0,52.46,44.85
48,Borja Iglesias,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,CF,32.0,187,Spain,Spain,2026-06-30,right,33,1919,83.14,57.47,32.45,11.31,38.64,18.67,28.67
49,Toni Martínez,Deportivo Alavés,Deportivo Alavés,España | Primera División 24/25,CF,27.0,187,Spain,Spain,2028-06-30,right,25,1059,70.28,31.07,61.43,40.68,17.89,80.22,34.07
50,O. McBurnie,Las Palmas,Las Palmas,España | Primera División 24/25,CF,28.0,188,England,"England, Scotland",2027-06-30,right,30,1755,45.4,66.97,33.83,24.08,44.56,79.91,36.35
51,Stoichkov,Granada,Deportivo Alavés,España | Primera División 24/25,"AMF, CF, LAMF",31.0,178,Spain,Spain,2027-06-30,right,16,791,15.99,62.95,55.8,63.79,63.74,29.03,44.64
52,Raul García,Osasuna,Osasuna,España | Primera División 24/25,"CF, AMF",24.0,192,Spain,Spain,2028-06-30,right,28,839,51.31,31.84,31.09,34.51,33.33,68.69,53.68
53,C. Larin,Mallorca,Mallorca,España | Primera División 24/25,CF,30.0,188,Canada,"Canada, Jamaica",2028-06-30,right,28,1741,68.08,48.39,35.05,24.56,21.87,63.38,52.82
54,B. Miovski,Girona,Girona,España | Primera División 24/25,CF,25.0,189,North Macedonia,North Macedonia,2028-06-30,left,16,918,44.91,19.93,20.8,48.64,25.49,28.77,41.54
55,Jon Guridi,Deportivo Alavés,Deportivo Alavés,España | Primera División 24/25,"AMF, CF",30.0,179,Spain,Spain,2026-06-30,left,29,1970,39.5,38.4,25.32,40.68,57.4,69.5,81.01
56,B. Yıldırım,Getafe,Getafe,España | Primera División 24/25,CF,22.0,191,Türkiye,Türkiye,2028-06-30,right,19,1143,31.48,29.98,32.72,53.54,14.56,88.39,31.22
57,Portu,Girona,Girona,España | Primera División 24/25,"CF, LW, AMF",32.0,167,Spain,Spain,2027-06-30,right,23,678,16.06,76.12,59.98,85.34,49.39,29.3,55.7
58,E. Ávila,Real Betis,Real Betis,España | Primera División 24/25,"CF, RAMF, LAMF",31.0,172,Argentina,"Argentina, Spain",2027-06-30,left,19,780,54.53,75.34,73.62,87.04,67.14,49.25,57.67
59,Sergio Camello,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,CF,24.0,177,Spain,Spain,2027-06-30,right,23,1245,52.12,65.12,42.57,52.91,63.18,27.41,53.96
60,Javi Muñoz,Las Palmas,Las Palmas,España | Primera División 24/25,"AMF, RCMF, RDMF",30.0,179,Spain,Spain,2025-06-30,right,33,2769,24.59,65.96,42.86,83.69,81.24,30.13,87.78
61,Peque Fernández,Sevilla,Sevilla,España | Primera División 24/25,"AMF, CF, LAMF",22.0,172,Spain,Spain,2028-06-30,right,23,1135,29.43,48.87,72.43,28.59,70.85,23.83,64.6
62,Juanmi Latasa,Real Valladolid,Real Valladolid,España | Primera División 24/25,CF,24.0,192,Spain,Spain,2029-06-30,left,24,1221,53.79,26.08,33.45,45.58,17.23,94.48,14.46
63,I. Cardona,Saint-Étienne,Espanyol,España | Primera División 24/25,"CF, LW, LAMF",27.0,185,France,"France, Malta",2027-06-30,right,16,689,35.09,59.29,36.55,92.72,64.03,63.38,70.64
64,Miguel de la Fuente,Leganés,Leganés,España | Primera División 24/25,CF,25.0,182,Spain,Spain,2028-06-30,right,30,1839,27.01,49.31,38.08,39.95,27.72,33.82,50.43
65,Rafa Mir,Valencia,Valencia,España | Primera División 24/25,"CF, RW, LW",27.0,191,Spain,Spain,2027-06-30,right,16,681,29.83,51.57,18.93,78.3,39.56,45.76,55.84
66,Roberto López,Leganés,Leganés,España | Primera División 24/25,"AMF, LCMF, RW",25.0,179,Spain,Spain,2027-06-30,left,13,464,16.14,57.47,11.07,67.82,57.55,55.49,52.59
67,Munir El Haddadi,Leganés,Leganés,España | Primera División 24/25,"CF, AMF, LAMF",29.0,176,Spain,"Spain, Morocco",2026-06-30,left,21,774,61.91,46.56,54.95,78.35,63.16,37.77,38.12
68,C. Bakambu,Real Betis,Real Betis,España | Primera División 24/25,CF,34.0,182,France,"France, Congo DR",2026-06-30,right,22,727,56.92,29.25,14.47,58.25,30.07,52.37,56.69
69,Edu Expósito,Espanyol,Espanyol,España | Primera División 24/25,"AMF, RCMF",28.0,178,Spain,Spain,2027-06-30,right,15,781,16.02,77.25,77.6,77.09,58.2,32.46,72.4
70,Asier Villalibre,Deportivo Alavés,Deportivo Alavés,España | Primera División 24/25,"CF, AMF",27.0,182,Spain,Spain,2028-06-30,left,15,411,34.89,64.53,53.64,13.5,40.9,85.32,13.13
71,Dani Raba,Leganés,Leganés,España | Primera División 24/25,"CF, RW, RAMF",29.0,184,Spain,Spain,2025-06-30,left,25,1761,65.57,83.95,90.53,90.24,65.44,8.14,79.19
72,Raúl de Tomás,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,CF,30.0,180,Spain,"Spain, Dominican Republic",2027-06-30,right,2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Marcos André,Real Valladolid,Real Valladolid,España | Primera División 24/25,CF,28.0,185,Brazil,"Brazil, Spain",2029-06-30,right,21,1291,32.3,34.84,64.85,10.29,42.31,76.44,58.08
74,Diego García,Leganés,Leganés,España | Primera División 24/25,"CF, LWF",25.0,186,Spain,Spain,2027-06-30,right,24,1068,57.14,12.27,23.35,29.22,19.93,58.19,7.88
75,Abdón Prats,Mallorca,Mallorca,España | Primera División 24/25,"CF, AMF",32.0,181,Spain,Spain,2028-06-30,left,24,588,54.76,32.89,40.22,9.95,18.08,59.64,9.44
76,Iker Losada,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,"AMF, RWF, LCMF",23.0,175,Spain,Spain,2029-06-30,right,20,780,33.83,56.87,61.14,85.24,73.67,11.05,64.98
77,C. Stuani,Girona,Girona,España | Primera División 24/25,CF,38.0,186,Uruguay,"Uruguay, Italy",2026-06-30,right,28,965,90.84,43.23,13.67,10.39,14.78,56.93,24.95
78,M. Sylla,Real Valladolid,Real Valladolid,España | Primera División 24/25,"CF, LW",31.0,184,Senegal,"Senegal, Spain",2026-06-30,right,27,1640,47.75,40.51,45.73,32.48,19.66,60.47,24.57
79,R. Nteka,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,CF,27.0,189,France,"France, Angola",2026-06-30,left,24,1239,52.28,31.37,32.65,12.14,22.72,62.94,75.07
80,Pau Víctor,Barcelona,Barcelona,España | Primera División 24/25,"CF, LAMF, LWF",23.0,184,Spain,Spain,2029-06-30,right,19,389,73.12,73.96,62.55,52.62,57.21,40.54,52.01
81,Marc Cardona,Las Palmas,Las Palmas,España | Primera División 24/25,"CF, RW",29.0,182,Spain,Spain,2026-06-30,right,10,166,21.92,28.64,40.66,13.01,53.16,13.36,84.93
82,Dani Gómez,Real Zaragoza,Valencia,España | Primera División 24/25,CF,26.0,178,Spain,Spain,2026-06-30,right,14,606,62.43,18.72,33.35,48.2,23.71,36.92,37.07
83,Ó. Trejo,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,AMF,37.0,180,Argentina,"Argentina, Italy",2025-06-30,right,16,556,35.71,35.32,57.11,83.98,71.07,29.76,80.32
84,Dani Rodríguez,Mallorca,Mallorca,España | Primera División 24/25,"CF, AMF, LW",36.0,178,Spain,Spain,2025-06-30,right,33,2090,49.43,71.57,65.17,88.16,69.37,65.15,89.18
85,Kike García,Deportivo Alavés,Deportivo Alavés,España | Primera División 24/25,CF,35.0,186,Spain,Spain,2025-06-30,right,32,2509,80.16,41.06,40.73,62.04,47.77,72.05,25.59
86,Jaime Mata,Las Palmas,Las Palmas,España | Primera División 24/25,"CF, RAMF",36.0,186,Spain,Spain,2025-06-30,right,26,699,27.58,23.76,20.92,60.39,36.33,73.28,29.45
87,Sergi Guardiola,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,CF,33.0,185,Spain,Spain,2025-06-30,left,15,449,30.76,28.17,26.33,83.16,35.83,39.16,61.59
88,Roberto Fernández,Espanyol,Espanyol,España | Primera División 24/25,CF,22.0,186,Spain,Spain,2029-06-30,right,15,1253,71.12,22.36,34.61,27.72,39.49,64.29,27.22
89,Javi Martón,Albacete,Athletic Bilbao,España | Primera División 24/25,"CF, AMF",25.0,181,Spain,Spain,2026-06-30,right,3,67,14.19,8.84,5.83,9.95,23.76,80.18,63.2
90,Mateo Mejía,Sevilla Atlético,Sevilla,España | Primera División 24/25,CF,21.0,188,Spain,"Spain, Colombia",2026-06-30,right,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,A. Arnu,Real Valladolid Promesas,Real Valladolid,España | Primera División 24/25,"AMF, CF",18.0,185,Spain,Spain,2027-06-30,right,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,C. Uche,Getafe,Getafe,España | Primera División 24/25,CF,21.0,190,Nigeria,Nigeria,2028-06-30,right,30,2420,38.81,54.49,69.78,41.6,51.55,71.02,67.59
93,Assane Diao,Como,Real Betis,España | Primera División 24/25,"CF, RW, RAMF",19.0,185,Senegal,"Senegal, Spain",2029-06-30,right,10,342,49.01,83.23,73.71,87.86,55.05,79.59,72.49
94,G. Misehouy,Girona,Girona,España | Primera División 24/25,"CF, LCMF",19.0,173,Netherlands,"Netherlands, Ghana",2028-06-30,right,9,311,48.28,43.28,84.15,92.04,83.2,15.49,21.74
95,Etienne Eto'o,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,CF,22.0,191,Spain,"Spain, Cameroon",2025-06-30,right,2,52,14.19,13.74,2.99,9.95,19.2,94.54,8.13
96,A. Bassinga,Las Palmas,Las Palmas,España | Primera División 24/25,AMF,19.0,0,Côte d'Ivoire,Côte d'Ivoire,2026-06-30,unknown,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Adrián Niño,Atlético Madrid B,Atlético Madrid,España | Primera División 24/25,CF,20.0,184,Spain,Spain,2027-06-30,right,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Alberto Marí,Real Zaragoza,Valencia,España | Primera División 24/25,CF,23.0,183,Spain,Spain,2026-06-30,right,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,L. Antonetti,Sevilla Atlético,Sevilla,España | Primera División 24/25,CF,22.0,189,Spain,"Spain, Puerto Rico",2027-06-30,left,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Álvaro Rodríguez,Getafe,Getafe,España | Primera División 24/25,CF,20.0,193,Spain,"Spain, Uruguay",2027-06-30,left,19,801,51.52,22.48,62.82,55.15,45.53,91.8,81.52
101,Fermín López,Barcelona,Barcelona,España | Primera División 24/25,"AMF, RCMF",21.0,174,Spain,Spain,2029-06-30,right,24,1133,67.44,83.63,82.5,86.21,90.29,19.12,78.58
102,Gavi,Barcelona,Barcelona,España | Primera División 24/25,"AMF, RDMF, RCMF",20.0,173,Spain,Spain,2025-06-30,right,22,989,30.03,72.45,68.74,63.45,85.68,57.58,87.72
103,T. Barry,Villarreal,Villarreal,España | Primera División 24/25,CF,22.0,195,France,"France, Guinea",2029-06-30,right,33,2436,78.07,62.92,50.8,43.01,35.07,90.49,17.16
104,Pablo Durán,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,"CF, RW, LWF",23.0,176,Spain,Spain,2027-06-30,right,23,1300,61.04,75.01,30.02,73.69,45.12,30.32,67.94
105,Endrick,Real Madrid,Real Madrid,España | Primera División 24/25,CF,18.0,173,Brazil,Brazil,2030-06-30,left,19,316,59.95,29.33,77.57,11.31,41.14,61.68,37.93
106,Unai Gómez,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,"AMF, CF, LDMF",21.0,183,Spain,Spain,2028-06-30,left,28,1219,28.1,24.67,48.33,27.52,35.34,67.55,50.5
107,Peio Canales ,Bilbao Athletic,Athletic Bilbao,España | Primera División 24/25,"AMF, CF",20.0,175,Spain,Spain,2027-06-30,right,7,219,16.83,21.03,59.51,15.1,55.56,4.11,46.86
108,Maroan Sannadi,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,CF,24.0,192,Spain,"Spain, Morocco",2029-06-30,right,12,564,40.75,65.59,87.09,12.33,34.9,43.33,19.61
109,García Pascual,Sevilla Atlético,Sevilla,España | Primera División 24/25,CF,22.0,188,Spain,Spain,2025-06-30,unknown,4,224,25.47,23.72,41.09,70.0,51.26,92.26,91.54
110,E. Haaland,Manchester City,Manchester City,Inglaterra | Primera División 24/25,CF,24.0,195,England,"England, Norway",2034-06-30,left,28,2698,95.96,54.87,25.74,38.62,30.45,83.21,16.08
111,P. Foden,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"AMF, RCMF, RW",24.0,171,England,England,2027-06-30,left,26,1842,69.41,85.62,67.55,82.23,90.48,53.37,29.98
112,C. Palmer,Chelsea,Chelsea,Inglaterra | Primera División 24/25,AMF,22.0,189,England,England,2033-06-30,left,34,3222,80.3,89.86,84.92,91.6,82.1,12.26,43.25
113,A. Isak,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,CF,25.0,192,Sweden,"Sweden, Eritrea",2028-06-30,right,32,2808,95.96,75.25,42.55,66.06,55.69,40.66,15.23
114,D. Szoboszlai,Liverpool,Liverpool,Inglaterra | Primera División 24/25,AMF,24.0,186,Hungary,Hungary,2028-06-30,right,33,2528,50.57,81.98,46.28,84.2,77.61,53.8,77.18
115,K. Havertz,Arsenal,Arsenal,Inglaterra | Primera División 24/25,CF,25.0,193,Germany,Germany,2028-06-30,left,21,2031,75.72,56.61,31.17,49.26,44.89,74.45,53.21
116,Bruno Fernandes,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"AMF, LCMF, RCMF",30.0,179,Portugal,Portugal,2027-06-30,right,33,3044,54.89,88.19,61.89,79.36,90.8,33.8,81.75
117,D. Núñez,Liverpool,Liverpool,Inglaterra | Primera División 24/25,CF,25.0,186,Uruguay,Uruguay,2028-06-30,right,27,1223,69.82,51.07,53.43,47.82,33.48,54.44,60.91
118,Gabriel Jesus,Arsenal,Arsenal,Inglaterra | Primera División 24/25,CF,27.0,175,Brazil,Brazil,2027-06-30,right,17,707,67.78,57.55,78.48,83.51,51.97,37.83,73.96
119,C. Nkunku,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"CF, LAMF",27.0,177,France,"France, Congo DR",2029-06-30,right,27,1101,56.79,66.25,45.05,34.52,59.84,56.76,28.55
120,O. Watkins,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,CF,29.0,180,England,England,2028-06-30,right,35,2574,83.59,68.24,50.48,41.22,30.08,62.36,11.77
121,R. Højlund,Manchester United,Manchester United,Inglaterra | Primera División 24/25,CF,22.0,187,Denmark,Denmark,2028-06-30,left,29,1907,51.21,40.01,42.93,45.8,45.37,43.96,5.77
122,J. Zirkzee,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"CF, AMF",23.0,193,Netherlands,"Netherlands, Nigeria",2029-06-30,right,32,1605,46.84,40.76,51.68,38.94,62.9,37.9,47.67
123,K. De Bruyne,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"AMF, RCMF",33.0,181,Belgium,Belgium,2025-06-30,right,25,1666,55.42,91.91,63.59,89.89,88.46,26.17,55.69
124,Diogo Jota,Liverpool,Liverpool,Inglaterra | Primera División 24/25,CF,28.0,178,Portugal,Portugal,2027-06-30,right,24,1277,74.14,68.98,77.61,53.3,62.79,63.77,69.47
125,E. Ferguson,West Ham United,West Ham United,Inglaterra | Primera División 24/25,CF,20.0,183,Republic of Ireland,Republic of Ireland,2029-06-30,right,21,518,43.87,54.57,23.67,55.69,30.13,58.48,77.46
126,J. Bowen,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"CF, RW, RAMF",28.0,175,England,"England, Wales",2030-06-30,left,31,2970,69.46,83.79,84.89,81.86,55.88,26.43,52.09
127,João Pedro,Brighton,Brighton,Inglaterra | Primera División 24/25,"CF, AMF",23.0,180,Brazil,Brazil,2028-06-30,right,27,2165,69.25,79.13,72.55,70.21,75.74,73.33,31.12
128,A. Garnacho,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"AMF, LWF, LAMF",20.0,180,Spain,"Spain, Argentina",2028-06-30,right,34,2391,58.58,80.68,90.4,83.72,68.11,13.48,61.71
129,D. Solanke,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,CF,27.0,187,England,"England, Nigeria",2030-06-30,right,25,2345,67.53,47.95,56.89,25.8,45.69,60.26,29.16
130,M. Gibbs-White,Nottingham Forest,Nottingham Forest,Inglaterra | Primera División 24/25,AMF,25.0,171,England,"England, Jamaica",2027-06-30,right,31,2715,48.53,80.58,67.18,74.1,87.1,65.83,61.56
131,Richarlison,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,CF,27.0,184,Brazil,Brazil,2027-06-30,right,13,533,84.64,51.81,42.63,75.9,48.99,60.44,19.11
132,M. Mount,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"AMF, RWF, RW",26.0,181,England,England,2028-06-30,right,14,488,49.17,37.0,25.16,64.57,57.85,67.2,64.91
133,N. Jackson,Chelsea,Chelsea,Inglaterra | Primera División 24/25,CF,23.0,187,Senegal,Senegal,2033-06-30,right,29,2346,76.32,63.31,53.16,25.8,51.14,51.68,33.12
134,H. Elliott,Liverpool,Liverpool,Inglaterra | Primera División 24/25,"AMF, RCMF",22.0,170,England,England,2027-06-30,left,15,343,26.32,69.97,49.39,71.17,72.07,53.96,43.98
135,F. Chiesa,Liverpool,Liverpool,Inglaterra | Primera División 24/25,"CF, LAMF, LCMF",27.0,176,Italy,Italy,2028-06-30,right,5,76,27.92,38.04,79.71,95.0,62.5,8.96,53.66
136,C. Jones,Liverpool,Liverpool,Inglaterra | Primera División 24/25,"AMF, LDMF, RB",24.0,185,England,England,2027-06-30,right,30,1705,44.68,46.27,53.51,28.46,91.86,55.08,73.48
137,S. McTominay,Napoli,Manchester United,Inglaterra | Primera División 24/25,"AMF, RDMF",27.0,193,England,"England, Scotland",2028-06-30,right,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
